individualnumber,gender,citycode,dateofbirth
96954846,E,9,1951
93214598,E,,1979
95056785,E,12,1966
94776437,K,35,1980
100947954,K,60,1969
93851398,K,,1974
101659775,K,3,1980
98646928,K,48,1994
95984720,E,79,1982
101848441,E,78,1970
95217963,E,35,1977
102028543,K,23,1989
99470089,E,10,1958
95831944,E,16,1991
96976033,K,63,1968
97328773,K,34,1975
95220655,E,6,1957
95909127,E,6,1997
94721562,K,10,1969
97953602,K,17,1979
101606389,K,80,1984
93324796,E,39,1969
98253282,E,31,1962
98418620,K,,1996
94744972,E,,1981
44790259,E,20,1978
92998036,E,34,1958
98019468,E,6,1996
96304996,K,33,1969
101145674,K,59,1997
99896403,K,57,1986
18399486,E,,1950
93323185,K,,1977
99640260,K,17,1998
100723255,K,,1964
97356404,K,55,1999
96137170,E,34,1962
101899421,K,3,1994
98924258,K,34,1986
97632796,E,,1991
100422902,E,7,1996
92305240,E,48,1959
94687018,E,33,1975
4822883,K,31,1979
39488172,K,35,1979
94582061,E,34,1987
101309258,E,33,1958
99619256,E,6,1995
101085640,E,34,1971
88634488,E,35,1971
99295045,K,,1972
96665770,E,45,1947
101306709,K,38,1978
3322485,K,31,1966
96924605,E,41,1993
95128361,E,,2000
91584508,K,6,1982
93799398,K,,1993
96761816,K,,1971
100196674,K,,1999
96880130,E,35,1968
93191861,E,,1966
95911880,K,32,1999
97223938,E,33,1994
99541604,K,,1992
93729393,E,,1987
102230688,K,7,1998
100184602,E,34,1978
99608938,E,6,1961
100923198,E,35,1956
94509017,K,34,1983
7381520,E,14,1965
95757146,E,34,1982
99682451,K,34,1973
94214496,K,55,1974
99496578,K,34,2000
12592434,E,34,1945
95640525,E,,1995
22550672,E,6,1973
100193860,E,34,1988
102114984,K,,1990
92449309,E,38,1974
93090656,E,16,1977
95123997,E,47,1983
99026809,K,,1996
16707078,K,,1988
85885370,K,35,1980
392674,E,34,1970
4831264,E,34,1947
91315803,K,59,1976
93011372,K,,1985
98069714,E,6,1992
92685815,K,48,1991
102241822,K,16,1999
89188496,E,28,1959
23280418,E,35,1986
96997159,K,34,2001
93183276,E,34,1985
101987412,K,,2001
75765811,K,35,1968
7909834,K,34,1969
17705895,K,48,1952
97694319,K,,1989
97862858,E,74,1977
98975850,E,17,1957
94467907,E,56,1970
96549536,E,16,1988
98285420,E,9,1947
100904621,K,27,1957
96229056,E,34,1996
89703270,K,,1979
93534792,E,,1982
99848706,K,,1981
93880211,E,16,1978
90983394,E,25,1990
98348737,E,25,2001
95619317,E,77,1998
100330955,K,10,1956
91984577,E,34,1977
79674272,K,24,1978
99871647,E,27,1995
94090554,E,35,1960
96561934,E,10,1984
99050892,E,6,1993
93230626,E,7,1994
101769708,K,34,1983
98148773,K,26,1963
81100749,E,35,1948
95566665,K,,1963
93372024,E,26,1967
87995242,K,33,1984
84094958,E,34,1969
93526024,E,41,1954
88914041,E,,1979
97734205,E,,1986
100011169,E,34,1985
13317612,E,34,1980
101659918,E,,1994
96721970,K,,1994
99313418,K,34,2002
100548680,E,51,1992
101690628,E,22,1950
99275183,K,,1985
96399166,K,28,1986
91573027,K,34,1968
50998318,E,45,1967
91402204,K,43,1994
97582632,K,7,1987
5484866,K,,1973
79802843,K,7,1992
93000381,K,59,1982
13094932,E,,1965
89027318,E,38,1974
95244391,E,35,1980
93036250,K,67,1953
97747154,K,1,1998
93946342,K,34,1966
99378346,K,16,1969
97674783,E,34,1987
94580572,K,77,2000
99953337,K,34,1985
96905069,K,33,1997
92075729,E,35,1974
95200650,E,,1995
95509323,E,,1998
100781066,E,55,1962
94529266,E,,1972
93611588,K,35,1981
100593929,E,,1984
99932823,K,7,1995
100439338,E,35,1958
94727007,E,16,1960
99868099,E,27,1987
99653861,E,35,2000
98002563,K,34,1991
52303320,K,35,1988
3187552,K,,1949
70996015,K,35,1977
98388236,K,6,1976
95484710,E,34,1989
96423901,K,35,1998
97190414,K,16,1966
98859086,E,,1996
89912328,E,34,1980
97071406,E,10,1961
98844240,K,41,1972
92076463,E,34,1987
100964430,E,27,1967
93371208,E,6,1993
98026034,K,,1990
94950604,E,36,1974
98060313,K,,1973
94271716,K,,1997
45332521,E,55,1967
93313254,K,42,1982
96537321,E,65,1973
88989960,K,39,1987
99456467,E,66,1990
93502736,K,35,1954
100555898,K,9,1988
94772868,E,39,1989
96145286,E,31,1965
97985923,K,35,1973
97860105,E,16,1975
66785142,K,61,1962
99575515,E,7,1950
42706060,E,35,1981
6612010,E,35,1968
91245859,K,16,1973
99253180,E,34,1975
101418314,E,7,2002
95651903,E,,1980
94108805,E,21,1987
93754332,K,,1997
102217331,E,42,1989
99563056,K,,1989
91647131,K,,1997
18980921,E,55,1972
88670561,E,,1989
101110049,K,35,1993
93935820,E,,1999
98561669,K,77,1983
100318801,E,6,1983
95767281,K,6,1999
93938634,E,35,1958
95329221,K,34,1951
97596988,E,,1967
97879559,K,31,1982
73602145,K,35,1993
65957535,K,34,1962
97488584,E,33,1975
100061190,K,7,1998
94929274,K,45,1984
100133683,E,,1942
13530708,K,34,1977
100397820,K,20,1974
97096896,E,54,1981
92951950,E,,1969
78643174,E,7,1987
93245451,E,,1949
96827947,K,6,1991
94237641,E,69,1975
83793728,K,58,1975
11267244,K,47,1978
100884494,E,,1977
100486953,E,41,1998
96174997,E,6,1976
45597983,E,48,1986
100484139,E,,1992
94401837,E,26,1979
94778761,E,16,1987
4481399,E,23,1957
99884718,E,50,1996
99575719,K,20,1987
90851723,K,16,1960
94050708,E,6,1982
3334006,K,48,1954
5991585,K,33,1954
94537851,K,,1949
101306566,K,27,1971
95171143,K,76,1997
22565823,K,34,1953
98890244,K,34,1991
101976951,E,68,1979
98690587,E,34,1978
93004133,K,35,1984
94104502,E,7,1985
96446434,E,34,1998
96858392,K,67,1967
101981254,K,37,2001
94379956,E,,1981
93619765,K,35,1959
65522657,K,,1969
101021324,E,46,1986
94847992,K,7,1983
96849868,K,41,1980
82761774,E,6,1964
99199733,K,54,1987
101791017,K,63,1990
96533018,E,35,1970
101877010,K,6,1993
20582320,E,60,1967
100429489,E,34,1997
95816242,E,,1992
89094591,E,35,1958
97137333,E,,1970
99479816,K,16,2002
101330119,E,63,1997
89081581,E,34,1970
94537035,E,55,1990
95769279,K,,1984
94984740,E,16,1998
95553125,E,48,1988
97005866,K,,1977
97407975,K,,1984
88641992,K,31,1986
20931552,E,16,1967
98653086,K,,1994
21899945,E,,1985
93350612,K,54,1960
95413929,K,35,1956
93441417,E,59,1972
98863816,K,27,1985
92890101,K,,1969
94318454,E,15,1976
91973830,K,34,1985
94896810,E,,1961
91638811,E,56,1991
98783798,K,67,1967
99469008,K,,1989
97109376,E,34,1983
1452177,K,34,1974
98745441,K,35,1991
99181543,E,34,1979
94487809,E,,1989
94934841,K,41,1978
99161355,K,20,1979
97627576,E,24,1962
3924699,E,2,1971
100025830,E,59,1999
101320983,E,6,2002
97618848,E,9,1967
100208195,E,45,1992
99788468,E,34,1990
101191413,E,33,1982
93325326,K,36,1975
94671377,K,23,1986
99511056,E,34,1965
66136943,K,,1971
92342659,E,54,1965
101986821,K,33,1994
97039064,E,34,1993
97069122,E,10,1950
94679432,E,1,1971
98212416,K,34,2000
97269065,K,59,1980
101089983,E,45,2001
102074669,E,52,1986
95641768,E,10,1964
6301848,E,,1981
97318495,K,26,1986
93623517,E,54,1960
92911778,E,7,1960
93136864,E,,1982
95461748,K,,1997
93034843,E,34,1990
46094567,K,34,1967
99007824,E,,1984
102172122,E,66,1995
101273490,K,,2001
96998688,E,,1981
6011100,K,34,1985
94632429,K,26,1971
100839203,K,34,1979
93239129,E,21,1981
95405283,K,,1977
89100484,E,,1985
88792423,K,34,1957
99819790,K,81,1978
68959921,E,35,1949
99571906,E,34,1986
102115188,E,48,1995
97045977,E,34,1984
92629451,E,,1985
101650435,E,39,1980
8800880,E,,1988
97684428,E,7,1989
61930230,K,31,1984
93441499,E,7,1977
92995140,E,34,1988
98363602,K,,2000
94109049,E,,1981
96795462,E,,1998
91532447,K,26,1992
93973830,K,,1993
89704534,K,,1981
86836082,E,34,1984
97303466,K,28,1998
98325510,E,45,1986
97670562,E,35,1987
100769850,E,1,2002
22041995,K,38,1965
24582871,K,35,1975
100255484,K,,1987
93435667,E,10,1996
95467193,K,1,1980
98544499,E,,1988
101198305,E,22,2000
100192188,K,63,1992
68384991,E,50,1986
93335848,K,47,1995
95821992,E,6,1956
94621621,K,,1979
68785937,E,7,1988
94004622,E,41,1952
84882555,E,35,1983
99138944,E,48,1952
93183255,K,34,1986
100462870,E,34,1993
24567964,E,,1984
82385216,K,,1987
96542541,E,35,1998
93189985,E,35,1999
93881210,K,,1969
20318408,E,64,1946
102016246,K,,1997
100943977,K,6,1999
101444395,E,6,1999
94767627,E,,1991
97895648,E,34,1987
93966652,E,34,1955
2127782,K,34,1956
16644209,E,23,1958
9184717,E,,1981
98180217,E,34,1982
94432934,E,34,1996
102018326,E,48,1937
101903356,E,34,1995
90269472,K,,1986
90957435,E,2,1984
97638220,E,34,1985
97437074,E,54,1995
99665199,E,80,1989
93506406,E,11,1966
101924421,K,59,1978
94862735,K,,1953
101039350,K,20,2001
97552431,E,34,1976
94750049,E,63,1989
97184092,E,,1947
94197795,K,16,1955
16165590,K,,1981
97776253,E,,1978
92926786,E,6,1958
100881394,E,,1994
95700069,K,34,1977
94322206,E,34,1972
96468090,E,,1994
93709245,K,,1989
98815120,E,34,1962
94806922,K,,1977
85248305,E,38,1960
85979172,E,,1986
93321553,E,45,1971
94277874,K,34,1964
94386522,K,,1946
92175649,E,35,1970
101593888,E,20,1982
94237233,K,35,1951
9108064,E,9,1974
99514156,K,1,2002
93801396,K,27,1992
94511688,E,46,1976
98010862,E,7,1983
98763692,E,42,1971
102166208,E,1,1974
96439847,E,34,1986
96378080,K,34,1973
101658082,K,42,1999
19523122,K,34,1980
96062984,K,,1992
94461238,E,34,1951
94494518,E,9,1997
97573965,E,34,1987
96564687,K,22,1996
99165250,E,34,1995
93269513,K,34,1975
97443987,E,77,1961
8675571,E,,1947
99535465,E,34,1967
95013370,E,67,1984
96266801,K,34,1954
98644623,K,34,1980
98354140,E,10,1984
100129462,E,,1991
99082397,E,35,1991
81402488,E,16,1988
95245308,E,35,1991
12686991,E,,1974
102159112,K,20,1975
100656634,E,39,1994
99139413,K,34,1970
100698560,K,10,1990
102054950,K,,2001
93779597,K,34,1988
100687691,E,,1988
92841466,E,10,1956
70616113,E,25,1973
84133763,E,34,1981
96671316,E,,1975
97539034,E,39,1975
95126994,E,41,1982
97058865,E,35,1982
13172645,E,35,1981
98616584,K,41,2000
67536931,E,34,1970
23233924,E,,1970
94134865,K,35,1981
100799296,K,7,1983
98140983,E,16,1965
97591930,K,34,1966
100254668,K,,1989
91520619,E,,1939
93714261,E,27,1987
76540867,E,54,1956
94438644,K,34,1970
95172060,K,73,1989
100082907,K,6,2000
95169980,K,34,1987
101489726,K,37,2002
94656817,K,,1999
99461218,E,1,1981
99008415,K,67,1984
100065533,K,34,1992
98543071,K,26,1994
101897585,K,9,1991
96528042,E,34,1997
94994997,K,45,1991
24061714,E,35,1960
74680042,E,,1978
92588015,E,59,1980
100322145,K,10,1988
93787835,K,26,1966
97346921,K,54,1996
96441254,E,34,1982
94239313,E,34,1980
92969303,K,35,1977
101652372,E,7,1953
100436238,E,34,1978
94761856,E,51,1968
101633265,K,41,1968
97867996,K,63,1997
94610344,E,47,1985
23457195,E,34,1980
96859595,K,34,1995
95033150,K,42,1982
101003052,E,34,1983
101405691,K,56,2001
88502205,E,42,1971
98728862,E,,1985
88101850,E,34,1967
100776559,K,6,1985
94894526,K,,1981
99314926,K,54,1993
101280199,K,34,1968
92284032,E,42,1977
95239598,E,4,1974
93282523,K,,1963
98515970,K,35,1983
79794237,E,,1985
88740852,E,,1991
95829088,K,52,1988
93213639,E,7,1952
99440826,E,34,1990
46245875,E,3,1972
100247429,K,34,1994
93144164,E,9,1964
14543391,K,6,1984
94604430,E,22,1983
98876010,E,17,1944
24610298,E,27,1978
100340661,K,,1980
101929315,E,41,1980
96901500,E,23,1943
94278057,K,,1954
52975295,K,34,1975
100446903,E,56,1990
97783614,K,,1999
99338744,K,34,1988
99136456,K,,1985
99036780,K,21,1992
97727210,E,52,1986
94308645,K,,1985
94490745,E,57,1954
21915218,E,33,1967
96093551,E,78,1984
82265026,E,56,1957
96453122,K,35,1977
95718972,E,35,1942
95038534,E,,1977
97248469,E,,1975
74727066,E,13,1985
39998561,E,35,1983
93315660,E,26,1985
93705615,E,,1981
99227812,E,32,1978
100050504,K,55,2002
88601065,K,35,1978
98484995,K,45,1997
95273612,K,42,1998
98085578,K,10,1961
96903845,E,18,1992
19607687,K,61,1988
13936527,E,34,1991
88093530,E,,1974
97775172,K,,1983
94896055,E,21,1958
98585466,E,60,1982
94641727,K,48,1978
98378610,K,34,1959
93455834,E,59,1979
98980845,E,67,1972
96135599,K,26,1963
97918772,E,26,1983
74997626,K,34,1986
96841548,K,34,2001
97529082,K,41,1984
95742504,K,35,1988
94349164,E,6,1986
88068795,K,71,1988
99320575,K,,1990
96220042,E,38,1990
94061148,K,34,1959
96097854,E,28,1983
93999993,K,34,1957
96319310,E,31,1981
97661548,K,,1976
95760021,E,76,1994
100520151,E,63,1975
101555592,K,42,2001
100250569,K,68,2000
96971261,E,35,1984
97248387,E,59,1983
88929253,E,34,1978
99211906,E,34,1990
88181073,K,31,1983
99626943,K,,1973
16926576,E,,1980
97815691,E,35,1978
95617481,E,35,1934
95720236,K,7,1983
94376652,E,42,1953
101276100,E,6,1958
100357627,E,34,1980
43870949,E,9,1968
101811470,E,,1989
93832983,E,34,1981
97005458,K,,1993
93024565,K,41,1987
93193859,E,45,1983
97790058,K,34,1992
97877580,E,,2001
100905130,E,34,1986
39758711,E,35,1960
101174365,E,34,1973
94667421,E,34,1990
94787672,E,34,1965
91536443,K,,1968
101414398,E,,1994
90995180,K,34,1982
97781473,E,25,1930
97898523,K,35,1988
93375204,E,45,1949
99168777,K,16,1992
98358279,K,34,1996
96766485,E,35,1981
99508711,K,6,1981
92844219,K,,1962
99783818,K,78,1977
101876928,K,34,1999
100351917,E,1,1958
95889183,E,7,1988
96055459,E,48,1969
99945608,K,,1987
94109232,E,59,1988
101909127,E,21,1998
99969609,K,1,1989
88335929,E,,1982
96423533,K,,1990
100441601,E,21,1987
96843363,K,34,1986
93201098,K,34,1980
93070712,E,33,1987
99935534,K,34,1954
93230197,K,31,1968
98610813,E,20,1987
99767525,K,33,1994
96173630,K,6,1995
97393598,E,3,1990
95468110,K,34,1982
101147937,K,33,1989
97544702,K,10,1975
101804170,K,16,1995
97719706,K,35,1961
102090941,K,,1996
92858024,E,3,1985
96789140,E,17,1957
97255096,E,48,1967
9971784,E,34,1975
99791261,E,43,1977
96409585,E,34,1965
93691320,K,,1984
94048811,E,,1983
93863754,E,35,1971
82871543,E,71,1977
92827966,K,,1982
68695580,E,33,1974
96073893,E,35,1957
99677046,E,64,1967
99587566,E,47,1986
20587397,K,35,1981
97564095,K,,1996
101012718,K,33,1976
60137187,K,,1987
96287784,K,,1981
94534547,E,44,1984
98151383,E,,1971
97111618,K,54,1997
94420658,E,,1947
97522638,K,,1992
96506712,E,35,1988
94614483,E,10,1985
54733916,E,35,1968
93613443,K,,1992
90468130,E,,1987
23772617,E,35,1954
94584099,K,34,1958
90259011,K,48,1981
93229137,E,21,1986
101275713,K,31,1971
92601065,E,,1981
101764772,K,55,1983
101418089,E,35,1994
95039186,E,10,1998
95403712,E,35,1978
98755677,K,20,1977
101722337,K,,1995
91267616,E,59,1985
95663689,K,34,1966
100411808,K,,1985
100998749,K,23,1995
24466738,E,,1980
95199283,K,34,1979
94055112,E,,1947
99044427,K,56,1990
94970363,E,6,1964
96574454,E,21,1967
94285235,K,,1995
99515073,K,16,1988
95753291,K,6,1975
92885716,K,,1988
101017265,E,6,1956
100842690,E,4,1976
19236574,E,34,1958
98050830,K,77,1987
100859452,K,,2001
97334176,E,,1994
97440071,K,34,1986
13654547,E,,1981
99901459,K,33,1990
97901398,K,,1992
23891135,E,10,1964
17866909,K,15,1984
97178830,E,,1986
9003738,E,61,1973
101972566,K,54,1954
97074464,K,9,1968
98865345,E,31,1987
99758063,K,,1980
52638583,K,,1968
93691850,E,34,1968
95943038,K,7,1996
21334374,K,34,1986
81743869,E,,1980
96509118,E,35,1964
22947784,E,7,1980
101211580,E,,1973
101875378,E,33,1986
99167839,K,,1997
13961079,K,6,1961
98034190,E,35,1997
96309175,E,,1981
94126280,K,35,1988
93841425,K,6,1984
102278690,K,41,1985
100359095,E,10,1994
101756126,K,16,1970
11335699,E,23,1974
93629614,K,41,1993
95884962,E,34,1994
97278098,K,10,1950
98365335,E,15,1962
97118327,K,16,1998
93908963,E,6,1958
100785878,K,42,1993
91923115,K,6,1980
100563932,K,63,1981
96445801,E,4,1985
102083784,K,42,1999
94650985,E,34,1987
95073118,K,33,1973
95071446,E,,1985
93423839,E,46,1986
23452280,E,35,1968
95328058,E,6,1998
95410686,K,,1976
98049545,K,,1962
99320146,E,,1996
99103380,E,34,1992
98370759,K,43,1974
99592134,K,66,1976
98475329,E,44,1998
93311969,K,,1977
93550065,E,34,1953
101683347,K,34,1995
93409014,K,41,1986
101552574,E,35,1999
95583936,K,,1970
19758118,K,35,1960
94818912,K,34,1985
20194750,K,34,1974
100621356,K,21,1969
99113841,E,28,1958
95519824,K,,1968
89334807,K,,1989
93302242,E,,1964
98144531,K,41,1984
95376142,E,71,1963
99727475,E,16,1978
23024702,E,35,1974
100110864,E,48,1991
92021037,E,45,1981
100014614,E,52,1997
98457160,E,34,2001
94267983,K,,1984
97759409,K,26,1975
93126830,K,10,1962
100385258,K,,1992
102077605,E,,1979
93038044,K,22,1986
7357273,K,58,1970
91647987,E,58,1975
95202913,E,26,1994
100952684,E,34,2002
101067572,K,16,1988
98692360,E,6,1983
95558650,E,,1951
97926541,K,34,1947
101565441,E,,1990
8026638,E,,1977
95844239,K,35,1985
101810185,E,31,1989
99181583,K,35,1996
95837122,E,48,1988
99299428,K,35,1989
99705207,E,38,1983
101767525,E,6,1993
88343963,E,21,1980
72171487,E,,1983
4551608,E,,1980
100189883,K,34,1987
42944339,K,34,1988
91268636,K,7,1975
90380322,K,48,1990
101847808,E,17,2001
96284970,K,34,1987
102090207,K,34,1986
102075443,E,35,1978
101576228,K,52,1995
93807207,K,,1977
20120503,E,55,1969
93995078,K,7,1953
93095447,K,15,1980
102003011,E,7,2001
102219043,K,31,1986
99403590,K,22,1987
97436910,E,34,1988
95997831,K,54,1993
94593826,K,10,1994
99443354,E,,1953
98826172,K,42,1960
95830352,E,34,1947
96767402,E,6,1996
95162047,K,,1994
100176118,K,48,1950
74741666,E,35,1984
99815140,E,24,1996
20945765,K,,1981
92970424,E,35,1987
97499758,E,34,1981
22281477,K,48,1970
88099627,E,19,1953
94786000,E,34,1956
93502042,E,58,1987
102053175,E,,1960
97113372,K,41,1985
91922829,K,,1988
99618419,K,7,1962
97556162,K,,1975
94845218,E,34,1986
95093775,E,43,1969
97671866,E,,1978
20676387,K,14,1949
93152667,E,44,1980
100297593,K,34,1995
97291781,K,17,1951
94878946,K,52,1975
98445801,E,,1968
93058232,K,7,1968
75367168,K,,1945
99811775,K,21,1993
99450675,E,,1985
95492723,K,9,1960
101316619,E,16,1954
91507874,E,6,1995
100385645,K,16,1983
96542459,E,43,1982
93044936,K,,1958
94988328,K,34,1958
98256197,E,34,1983
95185396,K,16,1957
97537381,E,31,1989
96905904,E,3,1997
97221816,E,7,1983
101853436,E,21,1997
23882407,E,26,1982
99126178,E,45,1988
99459117,K,34,1996
101257584,E,46,2002
37820213,E,6,1974
94885859,E,35,1973
73705735,E,34,1977
96076564,K,16,1984
96130093,K,6,1972
101151933,E,34,1954
84619682,E,,1987
98503347,K,,1995
100644623,E,,1978
1647409,E,,1953
44417350,E,35,1983
93391966,E,34,1974
98219165,K,7,1969
85813487,E,,1979
100357280,E,,1982
93104358,K,34,1995
89838468,E,,1992
18338350,K,48,1973
96474635,K,,1989
97513502,K,59,1999
91241392,K,34,1980
95485198,E,65,1981
98518906,E,45,1989
98821869,K,44,1971
97697886,E,53,1989
78893382,K,34,1954
76951601,K,59,1977
94889081,E,9,1999
101890203,E,21,1991
97947993,K,64,2001
97390763,K,48,1998
94062942,K,,1950
92888938,K,48,1984
95724844,K,34,1950
97848012,E,15,1977
100778618,K,39,2001
99795543,K,45,1997
100862449,K,37,1964
101774030,E,16,1991
21255967,,,
88510096,E,35,1979
92807839,K,,1993
101866446,K,34,1985
84548514,K,,1984
41873803,K,67,1975
99878783,E,9,1974
99818749,K,6,1960
47781265,E,33,1969
99833778,E,33,1964
98459484,K,,1982
97555571,K,34,1988
100901235,E,43,1986
89437562,E,35,1968
99299163,E,7,1992
21913586,E,71,1976
93939734,K,34,1967
99502593,K,77,1985
91725639,E,35,1980
95185987,E,,1981
92270124,K,16,1950
97771929,K,7,1984
99494864,E,6,1975
93722173,E,74,1986
98966285,K,7,1993
100576473,E,20,1998
24070074,K,35,1980
97750538,E,34,1993
96076299,K,34,1950
93529204,K,70,1982
101442906,K,,2000
98412603,K,35,1990
97981660,K,71,1985
100558630,K,34,1994
100579144,E,48,1960
91146202,K,,1990
99163393,K,34,1982
101680655,K,7,1998
43058962,E,,1976
96205074,K,34,1953
19008184,K,77,1972
100230911,K,34,1971
101650944,E,34,1984
95734306,E,34,1955
93001216,K,,1972
93041184,E,7,1990
97495394,K,6,1983
101761020,K,,2002
100636486,E,21,1983
99529673,E,10,1991
102143450,E,43,1993
99582651,K,38,1981
100700476,K,,1983
95976827,K,10,1992
96350550,K,29,1995
96337479,K,41,1999
95628798,K,34,1969
99579980,E,35,1961
93461054,E,35,1969
99786754,K,35,2002
101682266,E,34,1982
95072302,K,,1989
96872767,E,48,1988
99870871,E,35,1986
7608991,E,21,1958
94876866,E,,1966
101003235,E,9,1976
96741586,K,9,1986
99803394,E,6,1971
98638036,E,42,1994
94040144,E,7,1986
100986799,E,42,1990
100913959,K,6,1996
88290230,K,,1982
41828329,E,35,1958
100356260,K,34,1995
99264007,K,6,1982
94902539,E,34,1964
93253586,K,35,1974
96071996,E,42,1963
96549147,K,34,1996
96683510,K,34,1972
100674578,K,34,1990
93097445,K,10,1962
93419597,E,,1981
99701781,E,34,1981
97462053,E,34,1991
100788467,E,32,1964
97931435,E,,1993
92806228,E,31,1958
95462318,K,,1984
100858554,K,48,1985
95236151,E,27,1974
94794156,E,46,1948
96306361,K,34,1965
97221021,K,4,1995
93318657,E,55,1988
97438847,E,67,1976
95357952,K,6,1999
84904924,K,61,1986
97079888,E,31,1970
88933188,E,38,1983
93746969,K,45,1985
93064043,E,,1962
101713180,E,42,1998
100275569,E,,1995
91822011,K,41,1980
98554592,E,,1991
20436741,E,60,1955
96533914,E,17,1970
95127034,K,34,1975
92257705,K,,1981
91112331,K,41,1969
93003540,E,,1965
94699782,K,,1973
98305158,E,,1981
99580714,E,,1993
55084799,K,26,1984
52624635,E,2,1977
96549473,K,,1989
93855087,K,34,1996
95716524,K,6,1980
90639075,E,55,1987
90549881,E,34,1991
95857901,E,,1986
83650555,E,,1984
88959208,K,35,1995
90835388,E,,1978
96089452,E,32,1968
22261228,E,35,1967
97272714,K,35,1991
22099173,K,,1951
96959351,K,31,1974
61998134,E,35,1968
102127075,K,,1995
1198949,E,6,1953
95894872,K,34,1996
10122541,E,,1979
47428586,K,34,1972
99212640,E,,1985
92643908,K,6,1977
94312580,K,21,1989
89920198,E,,1984
97284582,E,35,1995
95022729,K,10,1994
99027297,K,,1982
98689668,K,16,1984
97428651,K,31,1983
92678513,E,7,1954
7409109,E,34,1950
5006144,E,7,1957
94838162,K,,1990
100939592,K,5,1974
93507670,E,27,1989
92804739,K,,1956
94691687,E,35,1973
93747968,E,34,1983
97447922,E,6,1971
101393455,K,33,1987
98325937,E,75,1985
101230462,K,45,1978
100477388,E,,1985
99093449,K,10,1969
93672579,E,35,1971
100481283,K,35,1969
96675373,K,42,1994
100224732,E,37,1984
101263803,E,,1992
96755860,K,,1984
96717972,E,72,1990
101649190,K,39,1978
101236906,E,45,1992
100351896,E,,1991
91692828,E,17,1991
94026991,E,6,1982
99967773,K,45,1987
58435439,K,,1985
94131418,K,,1955
17704976,E,11,1990
100220898,E,59,1996
2387534,K,7,1957
97838529,K,7,1969
101079215,K,45,1996
95246612,E,35,1977
99317454,K,33,1998
102064370,K,20,1977
98617154,K,35,1958
101170571,E,6,1988
85187312,K,54,1974
101398206,E,76,1955
24613947,E,7,1984
19789093,E,34,1982
90141328,E,68,1985
53328809,E,35,1960
97152116,K,,1978
95213210,K,,1986
100179319,E,,1990
100745277,E,63,1998
94820380,K,78,1959
95522209,K,35,1957
93142246,K,34,2000
96526206,E,,1989
92790587,K,,1984
98112250,E,26,1952
86546108,E,34,1973
100624271,E,,1985
98127136,E,,1999
98345065,K,6,1982
97293697,E,45,1988
94340476,E,34,1977
95411277,K,,1992
101551880,E,61,1983
100664117,E,38,1978
99420209,K,41,1977
97190616,E,35,1966
22562641,E,,1966
96545782,K,1,1998
95948115,E,67,1967
99007986,K,,1991
98554510,E,9,1941
101020874,E,,1988
93727168,E,33,1998
98759286,K,6,1988
78611606,E,34,1971
100751782,K,33,1971
98933596,E,35,2000
94035168,K,34,1976
102266862,E,27,1987
98494150,E,34,1966
97773540,E,55,1993
95690361,E,16,1978
99038900,K,38,1976
93525084,E,,1995
93098913,E,,1986
96433769,E,54,1994
50960367,K,9,1965
94094264,E,,1992
99701842,K,16,1996
7731505,K,34,1945
94217676,K,,1970
92495618,K,16,1986
96474023,K,59,1966
95062167,K,34,1995
97924175,E,47,1996
99254871,K,34,1981
95435482,K,,1980
93486380,K,16,2000
93814242,K,1,1983
20486436,E,28,1966
3911321,E,34,1969
100761040,K,,1990
7231821,E,70,1980
99706532,K,26,1977
93546353,K,57,1968
101126708,E,26,1977
98364090,K,33,1972
101054684,E,7,1990
96405812,E,5,1970
88930292,E,35,1946
99275324,E,6,1965
99466356,E,,2000
97118918,K,25,1988
95730329,E,48,1998
92294064,E,16,1979
97858921,E,35,1998
93622354,E,63,1982
100139351,E,23,1980
101420413,K,34,2001
96397084,K,52,1971
100031151,K,34,1990
7939564,K,35,1975
44683750,E,6,1987
95437827,K,,1974
93687812,K,,1972
43502955,K,,1964
43758650,E,2,1981
95779025,K,7,1950
101758715,E,38,2001
91733204,K,,1983
87034841,K,48,1973
96516683,E,10,1990
94851294,K,7,1997
45026294,E,35,1974
100862367,K,,1961
90265209,E,35,1996
93808797,E,46,1987
94600249,E,35,1982
9587314,K,34,1950
98823459,K,,1994
96861837,E,34,1962
98771480,E,,1980
93105887,K,34,1954
94528734,E,34,1950
101186395,E,31,1984
90376814,E,31,1978
96619764,E,40,1984
98243288,E,67,1969
100706226,E,,1960
93216024,K,34,1978
94543498,K,,1963
92958127,E,51,2000
100445271,K,7,1987
99605918,E,34,1980
99855760,K,41,1954
93350305,E,34,1996
94216187,K,32,1972
95088656,E,7,1990
94132886,K,35,1955
97109048,E,9,1983
98395677,E,23,1960
92916344,K,,1982
93458097,E,,1965
95105826,E,,1983
100032028,E,34,1978
94204788,E,54,1985
20806956,K,35,1949
99961737,E,59,1991
98989592,E,27,1991
101545558,K,23,1996
98234377,E,9,2000
99631469,K,17,1972
95195245,K,54,1995
102026726,K,55,1974
95477734,E,9,1963
98641767,E,,1985
91008964,K,35,1986
99923706,K,27,1989
101763405,E,,1993
74885367,K,81,1991
94634446,K,,1985
99797276,K,34,1997
90129113,E,,1979
66725718,E,38,1970
95261376,K,,1985
88917669,K,34,1973
19030717,E,25,1966
99939408,E,72,1989
96970750,K,67,1979
96156357,K,34,1996
